action,reward,state,ticker,time 
1,10.043557280301002,1311,MON,1478051566
1,125.98632647847471,3331,LYB,1478051567
1,87.151616,1311,NTAP,1478051568
1,146.13618573862504,3311,MU,1478051569
1,148.00334082796002,1311,ADBE,1478051569
1,84.75667234719239,3311,NVDA,1478051570
1,179.25652380254206,1131,SYMC,1478051570
1,106.17324208783361,3311,PAYX,1478051570
1,88.87705600000001,3311,XLNX,1478051570
1,186.20807168,3311,KLAC,1478051571
1,60.14552571772927,1311,INTC,1478051571
-1,-31.632421967333492,1311,AAPL,1478051571
-1,163.2696828290276,1111,SWKS,1478051572
1,89.3952,3131,XRX,1478051572
1,148.928,3131,MCHP,1478051572
1,100.98751487999999,3111,FISV,1478051572
1,43.879936,3311,MSI,1478051573
1,49.61630208,1111,ORCL,1478051574
1,81.15854165671936,1131,VLO,1478051575
1,106.95141286655033,3311,FTI,1478051575
1,25.516765100231353,3331,OKE,1478051575
1,90.822656,1331,NOV,1478051575
1,129.47199999999998,1331,APA,1478051576
1,203.8631030784,1111,BHI,1478051576
1,31.810963286261753,1111,RIG,1478051577
1,110.9632,1331,HAL,1478051577
1,25.981153279999994,1131,COP,1478051577
1,133.3814697984,1331,HES,1478051578
1,6.7905150976,1331,CVX,1478051578
1,-3.448171082094113,1131,WMB,1478051578
-1,28.384735952895994,3111,MPC,1478051578
1,140.445804691456,3311,NBL,1478051578
1,161.18937599999998,3331,HP,1478051579
-1,-0.3115130880000052,1311,PXD,1478051579
1,175.0831241906094,3331,BLK,1478051582
1,181.7943138304,3131,MS,1478051582
-1,81.877306867712,1311,SCHW,1478051582
1,100.7520768,1311,GS,1478051583
1,64.03115008,3311,HIG,1478051583
1,166.145536,1131,STI,1478051584
-1,144.43828474675198,3131,PRU,1478051584
1,109.28318818555002,3111,BRKB,1478051584
1,249.14826000847012,3331,WFC,1478051584
1,24.2777088,1111,ETFC,1478051585
-1,137.28430079999998,3111,UNM,1478051585
1,186.77281549664124,3131,HBAN,1478051585
1,110.9632,3111,MCO,1478051586
1,167.04528334942373,3331,PBCT,1478051586
-1,97.28287831116134,1111,AXP,1478051586
1,121.417216,1331,VNO,1478051586
1,228.92101665792458,3331,EFX,1478051587
1,184.48220557069516,3131,C,1478051587
-1,95.74553599999999,1111,PSA,1478051587
-1,-17.9011739648,3131,COF,1478051587
1,46.27199999999999,1311,BK,1478051589
-1,79.04894590518661,3311,CINF,1478051589
-1,61.85494528,3131,AMG,1478051589
1,89.33376000000001,3311,IVZ,1478051590
-1,47.05044480000001,1311,MET,1478051590
-1,-11.56864000000001,1311,ICE,1478051590
1,186.20807168,3331,TROW,1478051590
1,61.19411972571825,1331,CTL,1478051594
1,161.12990208,1111,LVLT,1478051594
1,59.73153997057486,1131,GE,1478051597
-1,157.55388239872,1331,JEC,1478051598
1,63.347199999999994,1111,CSX,1478051600
1,-55.91132561255054,1111,EXPD,1478051600
1,23.9592448,1111,DHR,1478051600
1,0.804610600337405,1111,SRCL,1478051600
1,144.13396432927027,3331,FBHS,1478051600
-1,206.60544913408,1111,EMR,1478051601
-1,43.1774810963968,1111,ETN,1478051601
-1,73.6222208,1111,COL,1478051601
-1,58.31424,1111,UTX,1478051602
1,23.49550647888143,3331,BA,1478051602
-1,167.0115741073408,1111,FLR,1478051602
-1,-2.1750292480000013,3331,ROP,1478051603
-1,-32.96000000000001,3311,HON,1478051605
1,70.393319424,3111,AMZN,1478051606
1,92.4889088,1131,PCLN,1478051607
1,163.07920683008,3131,CBS,1478051607
1,76.8778003972096,3131,TSCO,1478051608
-1,-15.623950336000007,1131,LB,1478051608
1,76.28044288,1111,KSS,1478051609
1,-7.683846974381538,3331,ORLY,1478051609
1,40.623616,3311,BBY,1478051610
-1,161.18937599999998,3311,YUM,1478051612
1,75.695616,1131,ULTA,1478051613
-1,129.52535226008087,3311,DIS,1478051614
-1,45.059243841945595,1331,HBI,1478051614
-1,191.01763030614018,1311,DRI,1478051614
-1,197.70264411291944,1131,LKQ,1478051615
1,0.05119999999999436,3131,VIAB,1478051615
1,107.84518129063034,3311,PNW,1478051618
-1,-7.052800000000005,1131,AEE,1478051618
1,-13.41110272000001,3311,ED,1478051618
-1,136.158531584,3111,AWK,1478051619
1,68.40081170432,3131,AES,1478051619
1,60.62149222400001,3331,NEE,1478051620
1,-18.622417570365442,3311,NI,1478051620
-1,198.1879776350275,1311,XEL,1478051620
-1,88.764514304,1111,EIX,1478051620
-1,96.48896000000002,3131,EL,1478051621
1,-34.647709155328,3111,BFB,1478051622
-1,77.99748608,3131,XRAY,1478051625
1,90.07283411661535,3331,MDT,1478051626
-1,30.007001101543253,1331,BAX,1478051626
1,65.7814749002072,1331,LH,1478051626
-1,166.145536,1111,CERN,1478051627
-1,-33.50276096,3111,DGX,1478051627
-1,-40.281441755201534,3331,ALXN,1478051628
1,221.91399692533759,3331,AET,1478051628
1,111.06142208,3131,ESRX,1478051628
1,80.64,3331,CI,1478051628
-1,92.4059035460891,1331,HSIC,1478051629
-1,11.187385106432004,1331,GILD,1478051629
-1,137.05030269253018,1331,FMC,1478051632
1,150.86796730105775,3331,LYB,1478051633
-1,11.690894859090001,3111,MU,1478051635
-1,123.381248,1331,V,1478051635
-1,121.8189199382368,1331,ADBE,1478051635
-1,169.8212864,3111,IBM,1478051635
1,5.69335475103334,3131,GOOGL,1478051636
1,119.17580288,1311,ATVI,1478051637
-1,13.91018432911114,1111,INTC,1478051637
-1,75.69168384,3111,NFLX,1478051638
1,-43.901246111886266,3311,AAPL,1478051638
-1,5.880442879999997,1111,FISV,1478051639
-1,136.67470589952,3111,EBAY,1478051641
1,52.74395822391295,3131,VLO,1478051642
1,70.05306940737674,3331,OKE,1478051642
-1,148.86656,1311,NOV,1478051642
1,-32.084889600000004,1131,XOM,1478051643
-1,148.91967680666565,1131,CHK,1478051643
-1,-16.033361920000004,3131,COP,1478051644
1,-55.600640000000006,1111,DVN,1478051644
1,45.975653285888,1331,CVX,1478051644
1,36.96560944775718,1131,WMB,1478051644
-1,168.69063354351613,3131,PRU,1478051649
1,56.16920560328401,3111,BRKB,1478051650
-1,161.35400877966813,3311,WFC,1478051650
-1,129.12273891515423,3111,HBAN,1478051651
1,57.647616,3111,MCO,1478051651
-1,159.88553728,1131,VNO,1478051652
-1,73.21508469030256,3311,EFX,1478051652
-1,158.396928,3311,NDAQ,1478051653
1,9.679237939199993,3111,MTB,1478051653
1,4.0575999999999866,1311,BK,1478051654
-1,142.67136,3111,IVZ,1478051654
1,93.85082535863206,1331,CTL,1478051659
1,204.60401115136,3331,VZ,1478051659
1,14.095084121763527,3131,GE,1478051661
-1,75.695616,3331,XYL,1478051661
1,158.8913718356279,3331,UNP,1478051663
-1,-46.08030720000001,1331,DHR,1478051664
1,148.5904748514011,1131,SRCL,1478051664
-1,218.55222100554113,3311,FBHS,1478051664
1,60.67604570141566,3331,BA,1478051666
1,-26.249851299430397,3111,AME,1478051667
-1,2.863766794928125,1311,LLL,1478051667
1,40.5632,3311,HON,1478051668
1,80.64,1111,AMZN,1478051670
1,44.917977088,3311,MAR,1478051670
1,91.34028800000002,1311,PCLN,1478051670
1,-45.92558850048001,3311,FL,1478051671
-1,33.937649664000006,3131,LB,1478051671
1,38.47013842049477,3331,ORLY,1478051672
1,27.765575680000005,3331,WYN,1478051672
1,-4.251217920000002,3311,BBY,1478051672
1,88.0,3311,TGT,1478051674
1,-11.61508405248,3331,GPC,1478051674
1,26.612142079999998,1131,ULTA,1478051675
1,-20.963839999999998,3131,CMCSA,1478051675
1,37.44,3131,HBI,1478051676
1,-39.436800000000005,1311,TIF,1478051676
-1,203.88965476946288,1131,LKQ,1478051676
1,40.09216,3131,VIAB,1478051676
1,2.671616,1331,DTE,1478051677
1,134.9037595357547,3311,PNW,1478051678
1,47.028826112,1131,AEE,1478051678
-1,-31.372800000000012,3311,ED,1478051678
1,137.26632131402138,3311,LNT,1478051678
1,100.598139027456,3131,AES,1478051679
-1,186.20807168,3311,NEE,1478051679
1,-56.38772746192159,3311,NI,1478051679
-1,134.4054203188242,1311,XEL,1478051679
1,136.40965734399998,1131,EIX,1478051679
1,80.239616,3311,TAP,1478051680
-1,124.91028480000001,3131,EL,1478051681
1,135.08383260672,3311,BFB,1478051681
1,-32.96000000000001,3331,WFM,1478051682
1,113.29117317715983,3331,PM,1478051682
1,153.3859545896347,3331,MKC,1478051682
1,203.911530708992,3331,CVS,1478051682
1,71.33492898291072,3111,ENDP,1478051684
1,155.33721599999998,1311,HCA,1478051685
1,126.279073366016,3111,PRGO,1478051685
-1,-13.593839030641945,1331,BAX,1478051685
-1,106.20807167999999,1111,CERN,1478051686
-1,109.62584775359988,3311,ALXN,1478051688
1,235.28431729429707,3331,AET,1478051688
1,107.879557988352,3331,DVA,1478051689
1,28.563968000000003,3331,CI,1478051689
1,79.73533900698023,3331,HSIC,1478051689
1,123.56157489152,3311,TMO,1478051690
-1,-30.155101106339842,1331,GILD,1478051690
-1,68.0944157234507,1331,FMC,1478051691
1,92.76381122493082,3331,LYB,1478051692
-1,81.890816,1111,NTAP,1478051694
1,170.2429399286048,1311,ADBE,1478051694
-1,25.497186303999996,1111,STX,1478051694
-1,44.256071679999984,1111,ATVI,1478051696
1,159.2204288,1111,NFLX,1478051696
-1,12.163468668746532,1311,AAPL,1478051696
1,85.66577010149123,3131,WU,1478051696
-1,-34.825210265600006,1111,FISV,1478051697
-1,118.038016,1311,TDC,1478051697
1,-1.3856563199999954,3311,MSI,1478051700
-1,146.03623059910822,3311,OKE,1478051701
-1,160.90986248976773,1131,CHK,1478051702
1,54.75684106240001,3131,COP,1478051703
-1,113.73377994751999,3131,KMI,1478051703
1,90.0094976,1111,COG,1478051703
1,191.143034454016,1131,CBG,1478051706
1,95.74012927999999,1331,SCHW,1478051706
1,89.3952,1331,STT,1478051707
1,184.89530814462688,3331,PRU,1478051707
1,9.428900930889931,3111,BRKB,1478051707
1,87.65610390721827,1331,CMA,1478051708
1,204.3600776370443,3131,HBAN,1478051708
1,10.729902079999995,3111,MCO,1478051709
1,146.84715008,1331,VNO,1478051709
-1,115.27936,3131,HST,1478051709
1,81.12990208,3111,KIM,1478051709
1,160.88478682320994,3131,HCP,1478051709
1,111.03999999999999,1131,PSA,1478051710
1,224.31711947834273,3131,AIZ,1478051710
1,66.4716173312,3331,MTB,1478051711
1,173.74569197618206,3331,CINF,1478051711
-1,5.067775999999995,1131,NTRS,1478051711
1,172.80925351936,3331,AMG,1478051711
1,78.69290276331785,1131,TRV,1478051711
-1,164.89781248,3111,IVZ,1478051712
1,118.0404715013966,1331,CTL,1478051715
1,155.119559158499,3331,UPS,1478051717
-1,-68.92963491528417,1111,EXPD,1478051718
1,179.82440721535255,3331,UNP,1478051719
1,233.07158702391297,3311,PNR,1478051719
-1,-0.6528000000000063,3131,LEG,1478051719
1,28.067079938375684,3111,AME,1478051721
1,48.066861909934076,1111,JWN,1478051723
1,110.9632,1111,AMZN,1478051723
-1,40.98977480704,1311,MAR,1478051724
1,105.26976,1331,PCLN,1478051724
-1,6.654829363200001,3311,FL,1478051724
-1,-10.134868295679993,3131,LB,1478051725
1,27.126789734399992,1111,KSS,1478051725
-1,10.789375999999976,1331,ORLY,1478051726
-1,-38.77222400000001,3311,BBY,1478051726
1,111.02976,3311,TGT,1478051727
-1,-39.97030400000001,3331,GPC,1478051727
1,-16.5813149696,1131,ULTA,1478051728
-1,2.995199999999997,3131,HBI,1478051729
-1,13.067776000000002,1311,TIF,1478051729
1,103.00293427040057,3131,LKQ,1478051729
-1,1.4368358399999934,3131,DHI,1478051729
1,72.713728,3131,VIAB,1478051730
-1,-10.612224000000005,1331,DTE,1478051731
-1,148.9780252672,3111,AWK,1478051732
1,127.27655383039999,3311,SCG,1478051732
1,-9.621200166491,3311,NI,1478051733
-1,8.367345663999998,3111,SRE,1478051733
1,160.04049846272,1131,EIX,1478051733
1,80.69397482360013,3331,TAP,1478051734
-1,149.92105062400003,3131,EL,1478051734
1,203.1033146605568,3131,COST,1478051735
1,116.772383260672,1311,BFB,1478051735
-1,-37.01094400000001,3331,WFM,1478051735
-1,83.17169789698048,3111,KR,1478051736
1,80.64,3131,MKC,1478051736
1,219.44214702391295,3331,CVS,1478051737
-1,24.3354476544,3131,XRAY,1478051739
-1,78.39612459417597,3131,PRGO,1478051739
-1,-51.96257834696491,1331,BAX,1478051740
-1,53.46310307839999,1111,CERN,1478051741
-1,4.552331255422651,3331,ALXN,1478051741
1,237.77117974995926,3331,AET,1478051742
-1,-32.96000000000001,1331,BDX,1478051743
-1,-66.53648897357905,1331,GILD,1478051743
1,118.06742528000001,1131,NTAP,1478051746
1,159.29088,3331,V,1478051747
1,189.81378713717223,1311,ADBE,1478051747
1,-18.605396295680002,1111,STX,1478051747
1,197.74574094623702,1131,SYMC,1478051748
1,133.43245303729358,3311,PAYX,1478051748
1,83.5404857344,1111,ATVI,1478051748
-1,-27.7590377903822,1111,INTC,1478051749
1,100.113977344,1111,NFLX,1478051749
-1,-29.296147571503056,1311,AAPL,1478051749
1,115.38587768931228,3131,WU,1478051749
1,137.647616,1111,TDC,1478051750
-1,89.352947859456,1111,HPQ,1478051750
-1,-38.77222400000001,1331,YHOO,1478051750
1,30.8778430038016,1311,ACN,1478051751
1,90.05136737075199,1111,TEL,1478051751
1,23.535474278400002,3331,ADS,1478051751
1,138.39364769191036,3311,ADP,1478051751
1,-41.219377561600005,3311,MSI,1478051751
-1,88.51188292721523,3311,OKE,1478051752
1,62.863414886399994,1131,COP,1478051754
1,143.3472,1131,STT,1478051757
-1,108.4477575182942,3131,PRU,1478051758
-1,-13.560533552673583,3111,BRKB,1478051758
-1,-32.7416078336,3111,MCO,1478051759
1,146.3534361010493,1131,AXP,1478051759
1,105.6959488,3331,HST,1478051760
-1,-42.98365142911943,1131,HCP,1478051760
1,228.99402010156388,3331,EFX,1478051760
-1,0.6399999999999935,3131,PSA,1478051760
1,160.79906979839998,3331,IVZ,1478051762
1,2.9598112144909408,1311,CTL,1478051765
1,-84.10442199700772,1111,EXPD,1478051770
-1,226.37249395077453,3311,FBHS,1478051770
-1,213.284359307264,1111,EMR,1478051771
-1,115.23708927999999,3111,COL,1478051771
-1,94.651392,1111,UTX,1478051772
1,13.394920217245783,3331,BA,1478051772
-1,132.91497617427007,1111,AME,1478051772
-1,51.045845401600005,3331,ROP,1478051772
-1,188.74210304,1311,HON,1478051773
-1,88.3273728,3131,ROK,1478051773
1,0.514399436799998,3311,MAR,1478051775
-1,47.15776,1111,PCLN,1478051776
1,-44.621213696000005,3131,LB,1478051776
1,7.65964288,1131,CHTR,1478051777
1,3.0776110736395808,1331,ORLY,1478051777
1,36.2589282304,3311,BBY,1478051778
-1,186.0030881792,3111,DG,1478051778
-1,103.49180928,3131,AAP,1478051778
-1,54.2976,3111,TGT,1478051778
-1,144.7793677443575,1131,SPLS,1478051779
-1,82.30977994752001,1131,JCI,1478051780
1,-8.916301941309449,3131,HBI,1478051780
1,-28.787814400000002,1331,DTE,1478051782
-1,117.44,1111,AEE,1478051783
-1,124.10602716432172,1311,LNT,1478051783
1,-35.4093307392728,3311,NI,1478051784
1,100.83563864719359,1131,EIX,1478051785
-1,145.98886283673602,3111,COST,1478051786
-1,110.60694183234764,1111,BFB,1478051787
1,153.10908938104342,3331,CVS,1478051788
1,-6.398875411624751,1331,SJM,1478051789
1,12.675276799999999,3131,ADM,1478051789
1,-12.108886016,3111,XRAY,1478051790
-1,101.49527345228859,1111,HCA,1478051791
-1,-5.667830511171928,1331,BAX,1478051791
1,7.151615999999997,1111,CERN,1478051792
-1,200.4882644992,3111,HOLX,1478051793
-1,44.00605150477194,3331,ALXN,1478051793
-1,178.6823024184339,3131,SYK,1478051793
-1,154.45895352521273,1111,AET,1478051793
-1,166.88896,1111,ESRX,1478051794
1,54.934011029749755,3331,DVA,1478051794
1,-24.896000000000004,1331,BDX,1478051795
1,-86.70808530881254,1331,GILD,1478051795
-1,143.3472,3311,IFF,1478051796
1,12.7432704,1311,V,1478051799
1,116.56276631422386,1311,ADBE,1478051799
1,57.71519999999998,3311,IBM,1478051799
-1,62.43752394752,1111,STX,1478051800
1,33.51562744627199,1111,ATVI,1478051801
-1,141.7387008,3111,CA,1478051802
1,-40.32892780544,3111,HPQ,1478051802
1,-69.4663259469906,1331,YHOO,1478051803
-1,32.71964672,3311,MSI,1478051803
-1,116.41375189436232,3311,OKE,1478051805
-1,111.03999999999999,3311,NOV,1478051805
1,15.319805100031992,1131,COP,1478051806
1,39.208357887999995,1111,COG,1478051806
-1,75.026562383872,1111,HES,1478051806
-1,171.70663424,3111,BEN,1478051809
-1,83.59701694289345,1111,CBG,1478051809
1,75.31775999999998,1131,STT,1478051810
-1,169.16683277397843,3311,PNC,1478051810
-1,94.28689654773532,3311,BRKB,1478051811
-1,189.0150678244121,3311,WFC,1478051811
-1,98.61418281509847,3131,LNC,1478051811
-1,140.63316067738361,1311,CMA,1478051811
-1,154.98275004387617,3111,HBAN,1478051812
-1,89.38494347844991,3311,PBCT,1478051812
-1,140.679163904,3131,HST,1478051813
1,-36.9711074810232,1131,HCP,1478051813
-1,116.89158936036716,3311,EFX,1478051813
-1,200.534737900104,3111,AIZ,1478051814
1,25.02809599999999,1111,BXP,1478051814
-1,111.29937418649601,3311,MTB,1478051814
-1,93.8247402815488,3111,AMG,1478051815
-1,184.782175567872,3111,IVZ,1478051815
-1,83.49212643344515,3131,USB,1478051815
-1,-0.9586501349788747,1311,CTL,1478051819
1,220.0515298131968,3331,VZ,1478051819
-1,5.067775999999995,3311,CSX,1478051822
1,173.41697097947818,3331,FBHS,1478051823
-1,88.0,1331,TDG,1478051824
1,51.78752979117629,3331,BA,1478051824
-1,85.12532070400002,1111,PCLN,1478051828
-1,41.227776,3311,GRMN,1478051828
1,172.655415230464,3131,CBS,1478051828
-1,-48.918684100198405,3131,LB,1478051829
-1,3.988529680220161,1131,GM,1478051829
-1,44.256071679999984,3331,CHTR,1478051830
-1,63.347199999999994,3331,DISCA,1478051830
1,-6.146278189964605,3331,ORLY,1478051830
1,186.08098268603743,1331,SWK,1478051831
1,29.778726033817605,3331,GPC,1478051832
1,113.711616,1131,HAS,1478051832
-1,-21.887938560000002,1331,ULTA,1478051832
-1,-27.551321354403854,3331,HBI,1478051833
1,182.19952128000003,3331,WEC,1478051836
1,28.19822960639999,3311,ED,1478051836
1,80.79436275633881,3311,LNT,1478051836
1,163.069886693376,3311,ETR,1478051837
1,74.83499578447312,3311,XEL,1478051837
1,80.64907264000001,3131,SRE,1478051837
1,128.73536200953038,1131,EIX,1478051837
-1,160.04181185658882,3111,COST,1478051839
1,115.71420148190413,3331,BFB,1478051839
1,109.24813174822665,3131,KR,1478051840
1,174.7359986553182,3331,CVS,1478051841
-1,52.57782116352,3131,WMT,1478051841
-1,-35.766706211074876,3331,SJM,1478051842
-1,-44.987690849831296,1331,BAX,1478051844
1,118.667776,1131,CERN,1478051845
1,117.29164288,3331,MRK,1478051845
-1,196.429672759296,3111,HOLX,1478051846
-1,78.7253253241993,3331,ALXN,1478051846
1,249.23863817996414,3331,AET,1478051846
-1,106.8622848,1111,ESRX,1478051846
-1,121.82400309002239,1311,TMO,1478051848
-1,-98.55211029674956,1331,GILD,1478051848
1,12.080443064319994,3331,PKI,1478051848
-1,155.24096,3311,IFF,1478051849
1,60.960313343999985,1111,NEM,1478051851
1,100.17597439999999,3331,V,1478051852
1,11.82910264934688,3311,ADBE,1478051852
-1,14.9450210738176,1111,STX,1478051853
1,92.3233958191163,3111,NVDA,1478051853
1,186.20807168,3131,ADSK,1478051853
-1,8.0,3331,XLNX,1478051853
-1,78.94534307839999,1111,ATVI,1478051854
1,92.92806263160176,1311,INTC,1478051854
-1,6.445055999999994,3311,XRX,1478051855
-1,-74.11955712,1331,YHOO,1478051856
1,39.842313830399995,3311,EBAY,1478051856
-1,-62.8048896,1131,XOM,1478051858
-1,170.5020110362494,1131,CHK,1478051858
1,56.636391365017595,1131,COP,1478051859
1,181.60771198400738,3331,KMI,1478051859
1,74.50335494144,1111,COG,1478051859
1,131.51450775552001,1331,AVB,1478051863
1,196.59206711716504,3331,PRU,1478051863
1,48.297432819183136,3111,BRKB,1478051863
-1,4.7709066603003905,3131,LUK,1478051863
1,85.50448742400002,3131,UNM,1478051864
1,139.33180928,3131,SLG,1478051864
-1,44.87157745071383,3311,PBCT,1478051865
1,53.70792394752001,3131,COF,1478051866
1,104.06959799730176,1331,AIV,1478051867
1,105.7336614912,1111,NDAQ,1478051867
-1,6.4512,3331,AFL,1478051868
1,117.44,3331,AMP,1478051868
1,137.647616,1131,MET,1478051869
1,135.07237720111726,1331,CTL,1478051873
1,225.03200119455744,3331,VZ,1478051873
1,245.1029965810434,3311,PNR,1478051877
1,80.06436884802699,3131,SRCL,1478051877
-1,239.20779467668157,3311,FBHS,1478051877
1,118.99727427438378,3331,GWW,1478051877
-1,31.039999999999992,1331,TDG,1478051878
-1,-1.7280000000000015,3331,BWA,1478051881
1,49.42804992,1331,SNI,1478051882
-1,-15.8874525696,3111,CBS,1478051882
1,0.73333194752,3131,LB,1478051883
1,25.999983841116162,1111,GM,1478051883
1,80.751616,3331,CHTR,1478051883
-1,20.008792706252798,3331,DISCA,1478051883
1,187.71684974783153,1331,SWK,1478051884
1,143.14686986977281,3111,WYNN,1478051884
1,63.87418082705408,3331,GPC,1478051885
-1,28.157603905536007,1131,JCI,1478051886
-1,-64.2451627918754,3331,HBI,1478051886
1,118.77796003840001,1131,HOG,1478051888
1,44.274306088959996,3131,AEE,1478051890
1,65.55378368512,3311,ED,1478051890
1,105.85479629033635,3311,XEL,1478051892
1,105.18864576512001,3131,SRE,1478051892
1,153.28711856838675,1131,EIX,1478051892
1,129.9284171855233,3331,BFB,1478051895
1,193.76767881668002,3331,CVS,1478051896
-1,-79.58916794785154,1331,BAX,1478051899
1,124.25607167999999,3311,MRK,1478051900
-1,29.278286285295387,3331,ALXN,1478051900
1,251.74762682598833,3331,AET,1478051901
1,148.59518016041778,3311,TMO,1478051902
1,50.6307898966016,3331,PKI,1478051902
1,121.63215387793912,3331,LYB,1478051905
1,50.409610331425256,3311,ADBE,1478051906
-1,-26.84838145504051,1111,STX,1478051906
1,154.691789750272,3331,QCOM,1478051909
1,113.407488,3331,XRX,1478051909
1,118.003995082752,3111,FISV,1478051909
1,88.18602013491201,3131,COP,1478051912
1,137.38334208,3131,GGP,1478051915
-1,55.43402661609888,3131,PRU,1478051917
1,86.18089797916534,3111,BRKB,1478051917
1,119.3863340032,3131,UNM,1478051918
1,153.388494848,3131,SLG,1478051918
1,177.22595287559608,3331,PBCT,1478051918
1,111.3943138304,3111,KIM,1478051919
1,198.26699966679612,3131,C,1478051919
1,87.2629730738176,3131,COF,1478051919
-1,99.38929664,3311,NDAQ,1478051920
1,155.0257436300411,3311,AMT,1478051921
-1,47.04,1111,CTL,1478051925
1,45.178097663999985,1331,T,1478051926
1,-27.5963259728481,3131,GE,1478051928
1,40.63755223039999,3131,NOC,1478051929
-1,168.67891547919112,1331,UPS,1478051929
1,186.95868854206202,3331,UNP,1478051931
1,-12.832604160000002,1111,DHR,1478051931
1,-27.46907353161799,1111,SRCL,1478051931
-1,227.6902361903923,1111,EMR,1478051932
-1,104.787554304,1111,COL,1478051932
1,0.6399999999999935,1311,TDG,1478051932
-1,123.29322496,1111,UTX,1478051933
1,85.57302621623514,3331,BA,1478051933
-1,156.96517903335766,1111,AME,1478051933
-1,4.920343953408008,3331,ROP,1478051933
-1,206.0930506752,1311,HON,1478051934
-1,127.27655383039999,1131,JWN,1478051936
-1,72.832971800576,1311,MAR,1478051936
-1,34.91028221952001,1111,PCLN,1478051937
1,-32.96000000000001,3111,CBS,1478051937
-1,128.9550249912588,3311,TJX,1478051937
-1,40.5632,1111,TSCO,1478051937
1,-40.66325046886401,3131,LB,1478051937
-1,33.793535999999996,3131,WYN,1478051938
-1,155.56532659054182,1111,WYNN,1478051939
-1,203.682717597696,3111,DG,1478051939
-1,91.43808000000001,3111,TGT,1478051939
-1,165.3253193565258,1131,SPLS,1478051939
-1,76.28044288,1111,HAS,1478051940
1,-54.591557173248,1131,ULTA,1478051940
-1,111.9228928,3331,CMCSA,1478051941
-1,153.98230998887118,3311,DIS,1478051941
1,-8.440765364515634,1111,JCI,1478051941
1,-69.00480000000002,3331,HBI,1478051941
-1,195.4375002297467,1311,DRI,1478051941
-1,211.35195855720235,1131,LKQ,1478051942
-1,37.44,3311,VIAB,1478051942
-1,76.591616,1131,DTE,1478051943
1,1.165005376716799,1131,AEE,1478051943
-1,133.36308752449534,3111,LNT,1478051944
1,-56.039835197498235,3311,NI,1478051945
1,53.15222073549599,3311,XEL,1478051945
1,94.89266434018035,1131,EIX,1478051945
1,215.28599667697256,3131,COST,1478051946
1,-57.32389394942054,3111,BFB,1478051947
1,94.97964003887853,3331,MKC,1478051948
1,52.29610473226239,3331,WMT,1478051948
-1,87.04753070899199,1111,CERN,1478051951
1,69.34534307839999,3311,MRK,1478051951
-1,127.65912091931443,1111,DGX,1478051951
-1,-7.807303151475708,3331,ALXN,1478051952
-1,192.95602351300042,3131,SYK,1478051952
-1,95.92387910218721,1111,AET,1478051952
1,-56.26091725904256,3311,DVA,1478051952
1,4.5550951090094,3331,PKI,1478051953
1,-8.716800000000006,3311,PFE,1478051954
1,-35.22916004026372,3131,SEE,1478051955
1,13.645075742719982,1111,NEM,1478051956
1,4.360457091654219,3311,ADBE,1478051957
-1,189.44273203199998,3111,IBM,1478051958
1,-56.3727487401984,1111,STX,1478051958
-1,106.61214208,1111,SYMC,1478051958
-1,166.0177773297035,3111,PAYX,1478051958
-1,15.57204674446367,1111,INTC,1478051959
-1,106.6086817792,3111,NFLX,1478051959
1,-78.63309657845991,3311,AAPL,1478051959
-1,138.526208,3111,XRX,1478051960
-1,20.780235828756474,3111,HPQ,1478051960
1,-101.13036683335173,1331,YHOO,1478051961
1,-4.9387638292480105,3311,EBAY,1478051961
-1,166.145536,3111,MSI,1478051962
-1,77.433208832,3131,XOM,1478051963
1,35.07972741713101,3131,COP,1478051964
1,199.8147865459265,3331,KMI,1478051964
-1,151.377408,1311,COG,1478051964
-1,100.5742361214976,1111,HES,1478051964
-1,88.0,3131,SE,1478051965
-1,191.1018381312,3111,BEN,1478051967
-1,171.07978793872525,3311,BLK,1478051967
-1,122.16905631063605,1111,CBG,1478051967
-1,118.48152795447297,1311,SCHW,1478051967
-1,82.88336984195875,1331,PGR,1478051968
-1,3.674828799999993,1111,AVB,1478051968
-1,122.97246896200708,3311,BRKB,1478051969
-1,211.1439150602073,3311,WFC,1478051969
-1,126.78048087728666,3131,LNC,1478051969
-1,159.51901685448436,1311,CMA,1478051969
-1,152.82264063999997,3111,UNM,1478051970
-1,180.33500624606447,3111,HBAN,1478051970
-1,65.82863871999999,1131,SLG,1478051970
-1,129.53457753701304,1111,AXP,1478051970
1,49.75545106431999,3111,KIM,1478051971
-1,151.83279309641884,3311,EFX,1478051971
1,36.79141630495949,3131,COF,1478051971
-1,218.37315987835063,3111,AIZ,1478051972
-1,111.03999999999999,1111,MTB,1478051972
-1,117.13881208224385,3311,CINF,1478051972
-1,103.30869650554881,3131,AMG,1478051973
-1,75.72850807779514,1111,TRV,1478051973
-1,200.6896660381696,3111,IVZ,1478051973
-1,106.61214208,1111,MET,1478051973
-1,4.083199999999998,1111,CTL,1478051977
-1,-58.381648515563526,3131,GE,1478051978
1,75.761045962752,3131,NOC,1478051979
1,176.5052120594791,3331,UPS,1478051979
-1,5.948322781164656,3311,UNP,1478051980
-1,8.0,1311,DHR,1478051981
1,158.64197718942629,1131,SRCL,1478051981
1,197.87020035771707,3331,FBHS,1478051981
1,40.612713968959504,3131,LEG,1478051981
